COUNTYFP,Results,Values
45025,NEVER,0.117
45027,NEVER,0.083
45029,NEVER,0.088
45031,NEVER,0.153
45033,NEVER,0.156
45035,NEVER,0.071
45037,NEVER,0.099
45039,NEVER,0.046
45041,NEVER,0.114
45043,NEVER,0.04
45045,NEVER,0.049
45047,NEVER,0.074
45049,NEVER,0.13
45051,NEVER,0.086
45053,NEVER,0.129
45055,NEVER,0.062
45057,NEVER,0.067
45059,NEVER,0.09
45061,NEVER,0.123
45063,NEVER,0.044
45065,NEVER,0.072
45067,NEVER,0.28
45069,NEVER,0.155
45071,NEVER,0.078
45073,NEVER,0.142
45075,NEVER,0.135
45077,NEVER,0.066
45079,NEVER,0.03
45081,NEVER,0.053
45083,NEVER,0.06
45085,NEVER,0.128
45087,NEVER,0.14
45089,NEVER,0.034
45091,NEVER,0.057
46003,NEVER,0.239
46005,NEVER,0.234
46007,NEVER,0.147
46009,NEVER,0.108
46011,NEVER,0.04
46013,NEVER,0.256
46015,NEVER,0.163
46017,NEVER,0.161
46019,NEVER,0.12
46021,NEVER,0.155
46023,NEVER,0.117
46025,NEVER,0.211
46027,NEVER,0.091
46029,NEVER,0.185
46031,NEVER,0.144
46033,NEVER,0.132
46035,NEVER,0.249
46037,NEVER,0.256
46039,NEVER,0.136
46041,NEVER,0.069
46043,NEVER,0.189
46045,NEVER,0.217
46047,NEVER,0.141
46049,NEVER,0.205
46051,NEVER,0.259
46053,NEVER,0.113
46055,NEVER,0.117
46057,NEVER,0.119
46059,NEVER,0.182
46061,NEVER,0.185
46063,NEVER,0.105
46065,NEVER,0.091
46067,NEVER,0.129
46069,NEVER,0.142
46071,NEVER,0.129
46073,NEVER,0.233
46075,NEVER,0.115
46077,NEVER,0.128
46079,NEVER,0.11
46081,NEVER,0.124
46083,NEVER,0.078
46085,NEVER,0.13
46087,NEVER,0.113
46089,NEVER,0.204
46091,NEVER,0.196
46093,NEVER,0.123
46095,NEVER,0.136
46097,NEVER,0.16
46099,NEVER,0.087
46101,NEVER,0.078
46102,NEVER,0.15
46103,NEVER,0.127
46105,NEVER,0.132
46107,NEVER,0.131
46109,NEVER,0.241
46111,NEVER,0.252
46115,NEVER,0.232
46117,NEVER,0.08
46119,NEVER,0.084
46121,NEVER,0.147
46123,NEVER,0.142
46125,NEVER,0.084
46127,NEVER,0.082
46129,NEVER,0.14
46135,NEVER,0.109
46137,NEVER,0.105
47001,NEVER,0.088
47003,NEVER,0.164
47005,NEVER,0.169
47007,NEVER,0.082
47009,NEVER,0.069
47011,NEVER,0.121
47013,NEVER,0.059
47015,NEVER,0.209
47017,NEVER,0.179
47019,NEVER,0.115
47021,NEVER,0.018
47023,NEVER,0.108
47025,NEVER,0.163
47027,NEVER,0.099
47029,NEVER,0.197
47031,NEVER,0.165
47033,NEVER,0.14
47035,NEVER,0.096
47037,NEVER,0.02
47039,NEVER,0.175
47041,NEVER,0.157
47043,NEVER,0.054
47045,NEVER,0.175
47047,NEVER,0.022
47049,NEVER,0.123
47051,NEVER,0.166
47053,NEVER,0.182
47055,NEVER,0.061
47057,NEVER,0.126
47059,NEVER,0.125
47061,NEVER,0.142
47063,NEVER,0.157
47065,NEVER,0.116
47067,NEVER,0.148
47069,NEVER,0.035
47071,NEVER,0.142
47073,NEVER,0.118
47075,NEVER,0.086
47077,NEVER,0.127
47079,NEVER,0.092
47081,NEVER,0.063
47083,NEVER,0.108
47085,NEVER,0.121
47087,NEVER,0.138
47089,NEVER,0.151
47091,NEVER,0.107
47093,NEVER,0.036
47095,NEVER,0.133
47097,NEVER,0.064
47099,NEVER,0.074
47101,NEVER,0.098
47103,NEVER,0.126
47105,NEVER,0.041
47107,NEVER,0.077
47109,NEVER,0.107
47111,NEVER,0.146
47113,NEVER,0.1
47115,NEVER,0.115
47117,NEVER,0.219
47119,NEVER,0.119
47121,NEVER,0.08
47123,NEVER,0.07
47125,NEVER,0.083
47127,NEVER,0.173
47129,NEVER,0.08
47131,NEVER,0.117
47133,NEVER,0.12
47135,NEVER,0.18
47137,NEVER,0.105
47139,NEVER,0.089
47141,NEVER,0.16
47143,NEVER,0.096
47145,NEVER,0.074
47147,NEVER,0.187
47149,NEVER,0.081
47151,NEVER,0.121
47153,NEVER,0.108
47155,NEVER,0.039
47157,NEVER,0.034
47159,NEVER,0.088
47161,NEVER,0.071
47163,NEVER,0.096
47165,NEVER,0.104
47167,NEVER,0.081
47169,NEVER,0.112
47171,NEVER,0.049
47173,NEVER,0.086
47175,NEVER,0.145
47177,NEVER,0.14
47179,NEVER,0.061
47181,NEVER,0.089
47183,NEVER,0.093
47185,NEVER,0.185
47187,NEVER,0.019
47189,NEVER,0.105
48001,NEVER,0.172
48003,NEVER,0.09
48005,NEVER,0.121
48007,NEVER,0.006
48009,NEVER,0.081
48011,NEVER,0.08
48013,NEVER,0.001
48015,NEVER,0.006
48017,NEVER,0.018
48019,NEVER,0.073
48021,NEVER,0.007
48023,NEVER,0.066
48025,NEVER,0.001
48027,NEVER,0.01
48029,NEVER,0.015
48031,NEVER,0.005
48033,NEVER,0.039
48035,NEVER,0.031
48037,NEVER,0.058
48039,NEVER,0.021
48041,NEVER,0.012
48043,NEVER,0.011
48045,NEVER,0.105
48047,NEVER,0.061
48049,NEVER,0.085
48051,NEVER,0.02
48053,NEVER,0.031
48055,NEVER,0.001
48057,NEVER,0.019
48059,NEVER,0.049
48061,NEVER,0.035
48063,NEVER,0.017
48065,NEVER,0.099
48067,NEVER,0.034
48069,NEVER,0.057
48071,NEVER,0.027
48073,NEVER,0.123
48075,NEVER,0.147
48077,NEVER,0.066
48079,NEVER,0.029
48081,NEVER,0.039
48083,NEVER,0.053
48085,NEVER,0.021
48087,NEVER,0.239
48089,NEVER,0.004
48091,NEVER,0.007
48093,NEVER,0.045
48095,NEVER,0.012
48097,NEVER,0.118
48099,NEVER,0.015
48101,NEVER,0.107
48103,NEVER,0.08
48105,NEVER,0.026
48107,NEVER,0.031
48109,NEVER,0.125
48111,NEVER,0.119
48113,NEVER,0.024
48115,NEVER,0.03
48117,NEVER,0.063
48119,NEVER,0.04
48121,NEVER,0.016
48123,NEVER,0.003
48125,NEVER,0.032
48127,NEVER,0.021
48129,NEVER,0.139
48131,NEVER,0.122
48133,NEVER,0.055
48135,NEVER,0.085
48137,NEVER,0.016
48139,NEVER,0.027
48141,NEVER,0.007
48143,NEVER,0.017
48145,NEVER,0.009
48147,NEVER,0.117
48149,NEVER,0.006
48151,NEVER,0.097
48153,NEVER,0.049
48155,NEVER,0.045
48157,NEVER,0.024
48159,NEVER,0.013
48161,NEVER,0.025
48163,NEVER,0.136
48165,NEVER,0.121
48167,NEVER,0.033
48169,NEVER,0.034
48171,NEVER,0.095
48173,NEVER,0.069
48175,NEVER,0.001
48177,NEVER,0.001
48179,NEVER,0.139
48181,NEVER,0.064
48183,NEVER,0.053
48185,NEVER,0.025
48187,NEVER,0.027
48189,NEVER,0.066
48191,NEVER,0.179
48193,NEVER,0.019
48195,NEVER,0.136
48197,NEVER,0.042
48199,NEVER,0.021
48201,NEVER,0.019
48203,NEVER,0.086
48205,NEVER,0.1
48207,NEVER,0.087
48209,NEVER,0
48211,NEVER,0.189
48213,NEVER,0.043
48215,NEVER,0.055
48217,NEVER,0.047
48219,NEVER,0.031
48221,NEVER,0.009
48223,NEVER,0.054
48225,NEVER,0.182
48227,NEVER,0.063
48229,NEVER,0.013
48231,NEVER,0.069
48233,NEVER,0.112
48235,NEVER,0.009
48237,NEVER,0.009
48239,NEVER,0.02
48241,NEVER,0.04
48243,NEVER,0.009
48245,NEVER,0.036
48247,NEVER,0.071
48249,NEVER,0.057
48251,NEVER,0.024
48253,NEVER,0.064
48255,NEVER,0
48257,NEVER,0.063
48259,NEVER,0.002
48261,NEVER,0.04
48263,NEVER,0.069
48265,NEVER,0.059
48267,NEVER,0.036
48269,NEVER,0.065
48271,NEVER,0.004
48273,NEVER,0.063
48275,NEVER,0.063
48277,NEVER,0.054
48279,NEVER,0.038
48281,NEVER,0.024
48283,NEVER,0.152
48285,NEVER,0.008
48287,NEVER,0.035
48289,NEVER,0.089
48291,NEVER,0.019
48293,NEVER,0.005
48295,NEVER,0.147
48297,NEVER,0.005
48299,NEVER,0.08
48301,NEVER,0.109
48303,NEVER,0.031
48305,NEVER,0.032
48307,NEVER,0.031
48309,NEVER,0.022
48311,NEVER,0.043
48313,NEVER,0.065
48315,NEVER,0.076
48317,NEVER,0.075
48319,NEVER,0.043
48321,NEVER,0.004
48323,NEVER,0.005
48325,NEVER,0.006
48327,NEVER,0.013
48329,NEVER,0.083
48331,NEVER,0.006
48333,NEVER,0.041
48335,NEVER,0.168
48337,NEVER,0.041
48339,NEVER,0.031
48341,NEVER,0.101
48343,NEVER,0.038
48345,NEVER,0.067
48347,NEVER,0.094
48349,NEVER,0.006
48351,NEVER,0.057
48353,NEVER,0.09
48355,NEVER,0.024
48357,NEVER,0.15
48359,NEVER,0.084
48361,NEVER,0.051
48363,NEVER,0.027
48365,NEVER,0.027
48367,NEVER,0.02
48369,NEVER,0.033
48371,NEVER,0.05
48373,NEVER,0.016
48375,NEVER,0.067
48377,NEVER,0.003
48379,NEVER,0.143
48381,NEVER,0.063
48383,NEVER,0.058
48385,NEVER,0.03
48387,NEVER,0.059
48389,NEVER,0.07
48391,NEVER,0.002
48393,NEVER,0.16
48395,NEVER,0.014
48397,NEVER,0.033
48399,NEVER,0.033
48401,NEVER,0.038
48403,NEVER,0.105
48405,NEVER,0.096
48407,NEVER,0.009
48409,NEVER,0.015
48411,NEVER,0.026
48413,NEVER,0.002
48415,NEVER,0.143
48417,NEVER,0.061
48419,NEVER,0.025
48421,NEVER,0.125
48423,NEVER,0.108
48425,NEVER,0.027
48427,NEVER,0.039
48429,NEVER,0.058
48431,NEVER,0.032
48433,NEVER,0.084
48435,NEVER,0.009
48437,NEVER,0.084
48439,NEVER,0.023
48441,NEVER,0.054
48443,NEVER,0.021
48445,NEVER,0.034
48447,NEVER,0.073
48449,NEVER,0.019
48451,NEVER,0.007
48453,NEVER,0.015
48455,NEVER,0.052
48457,NEVER,0.021
48459,NEVER,0.051
48461,NEVER,0.077
48463,NEVER,0.014
48465,NEVER,0.003
48467,NEVER,0.138
48469,NEVER,0.008
48471,NEVER,0.029
48473,NEVER,0.016
48475,NEVER,0.08
48477,NEVER,0.02
48479,NEVER,0.033
48481,NEVER,0.011
48483,NEVER,0.23
48485,NEVER,0.073
48487,NEVER,0.046
48489,NEVER,0.034
48491,NEVER,0.016
48493,NEVER,0
48495,NEVER,0.087
48497,NEVER,0.008
48499,NEVER,0.046
48501,NEVER,0.084
48503,NEVER,0.062
48505,NEVER,0.047
48507,NEVER,0.036
49001,NEVER,0.099
49003,NEVER,0.084
49005,NEVER,0.09
49007,NEVER,0.107
49009,NEVER,0.091
49011,NEVER,0.035
49013,NEVER,0.051
49015,NEVER,0.122
49017,NEVER,0.062
49019,NEVER,0.056
49021,NEVER,0.065
49023,NEVER,0.335
49025,NEVER,0.061
49027,NEVER,0.432
49029,NEVER,0.092
49031,NEVER,0.097
49033,NEVER,0.077
49035,NEVER,0.028
49037,NEVER,0.04
49039,NEVER,0.107
49041,NEVER,0.152
49043,NEVER,0.018
49045,NEVER,0.002
49047,NEVER,0.121
49049,NEVER,0.068
49051,NEVER,0.039
49053,NEVER,0.034
49055,NEVER,0.068
49057,NEVER,0.066
50001,NEVER,0.029
50003,NEVER,0.028
50005,NEVER,0.076
50007,NEVER,0.031
50009,NEVER,0.054
50011,NEVER,0.042
50013,NEVER,0.031
50015,NEVER,0.027
50017,NEVER,0.029
50019,NEVER,0.07
50021,NEVER,0.031
50023,NEVER,0.051
50025,NEVER,0.075
50027,NEVER,0.061
51001,NEVER,0.001
51003,NEVER,0.023
51005,NEVER,0.145
51007,NEVER,0.013
51009,NEVER,0.064
51011,NEVER,0.063
51013,NEVER,0.01
51015,NEVER,0.029
51017,NEVER,0.099
51019,NEVER,0.052
51021,NEVER,0.081
51023,NEVER,0.043
51025,NEVER,0.006
51027,NEVER,0.037
51029,NEVER,0.02
51031,NEVER,0.07
51033,NEVER,0.047
51035,NEVER,0.064
51036,NEVER,0.017
51037,NEVER,0.084
51041,NEVER,0.026
51043,NEVER,0.013
51045,NEVER,0.017
51047,NEVER,0.053
51049,NEVER,0.012
51051,NEVER,0.031
51053,NEVER,0.022
51057,NEVER,0.016
51059,NEVER,0.018
51061,NEVER,0.04
51063,NEVER,0.079
51065,NEVER,0.037
51067,NEVER,0.074
51069,NEVER,0.026
51071,NEVER,0.066
51073,NEVER,0.003
51075,NEVER,0.034
51077,NEVER,0.141
51079,NEVER,0.011
51081,NEVER,0.014
51083,NEVER,0.092
51085,NEVER,0.043
51087,NEVER,0.04
51089,NEVER,0.063
51091,NEVER,0.059
51093,NEVER,0.039
51095,NEVER,0.006
51097,NEVER,0.007
51099,NEVER,0.151
51101,NEVER,0.012
51103,NEVER,0.001
51105,NEVER,0.107
51107,NEVER,0.014
51109,NEVER,0.025
51111,NEVER,0.068
51113,NEVER,0.017
51115,NEVER,0.001
51117,NEVER,0.063
51119,NEVER,0.001
51121,NEVER,0.056
51125,NEVER,0.011
51127,NEVER,0.008
51131,NEVER,0.001
51133,NEVER,0.017
51135,NEVER,0.044
51137,NEVER,0.033
51139,NEVER,0.025
51141,NEVER,0.042
51143,NEVER,0.106
51145,NEVER,0.012
51147,NEVER,0.059
51149,NEVER,0.033
51153,NEVER,0.047
51155,NEVER,0.083
51157,NEVER,0.023
51159,NEVER,0.015
51161,NEVER,0.065
51163,NEVER,0.015
51165,NEVER,0.034
51167,NEVER,0.082
51169,NEVER,0.074
51171,NEVER,0.023
51173,NEVER,0.087
51175,NEVER,0.019
51177,NEVER,0.05
51179,NEVER,0.045
51181,NEVER,0.006
51183,NEVER,0.012
51185,NEVER,0.062
51187,NEVER,0.027
51191,NEVER,0.123
51193,NEVER,0.079
51195,NEVER,0.025
51197,NEVER,0.096
51199,NEVER,0.006
51510,NEVER,0.032
51520,NEVER,0.174
51530,NEVER,0.018
51540,NEVER,0.023
51550,NEVER,0.018
51570,NEVER,0.044
51580,NEVER,0.184
51590,NEVER,0.087
51595,NEVER,0.015
51600,NEVER,0.025
51610,NEVER,0.007
51620,NEVER,0.01
51630,NEVER,0.038
51640,NEVER,0.071
51650,NEVER,0.008
51660,NEVER,0.029
51670,NEVER,0.038
51678,NEVER,0.01
51680,NEVER,0.07
51683,NEVER,0.033
51685,NEVER,0.071
51690,NEVER,0.063
51700,NEVER,0.01
51710,NEVER,0.004
51720,NEVER,0.017
51730,NEVER,0.034
51735,NEVER,0.004
51740,NEVER,0
51750,NEVER,0.075
51760,NEVER,0.06
51770,NEVER,0.07
51775,NEVER,0.064
51790,NEVER,0.027
51800,NEVER,0.007
51810,NEVER,0.017
51820,NEVER,0.027
51830,NEVER,0.005
51840,NEVER,0.025
53001,NEVER,0.077
53003,NEVER,0.014
53005,NEVER,0.084
53007,NEVER,0.062
53009,NEVER,0.001
53011,NEVER,0.02
53013,NEVER,0.08
53015,NEVER,0.041
53017,NEVER,0.067
53019,NEVER,0.082
53021,NEVER,0.106
53023,NEVER,0.031
53025,NEVER,0.032
53027,NEVER,0.03
53029,NEVER,0.015
53031,NEVER,0.011
53033,NEVER,0.016
53035,NEVER,0.024
53037,NEVER,0.032
53039,NEVER,0.038
53041,NEVER,0.033
53043,NEVER,0.017
53045,NEVER,0.011
53047,NEVER,0.042
53049,NEVER,0.082
53051,NEVER,0.027
53053,NEVER,0.028
53055,NEVER,0.015
53057,NEVER,0.035
53059,NEVER,0.019
53061,NEVER,0.017
53063,NEVER,0.033
53065,NEVER,0.05
53067,NEVER,0.022
53069,NEVER,0.045
53071,NEVER,0.083
53073,NEVER,0.042
53075,NEVER,0.002
53077,NEVER,0.012
54001,NEVER,0.092
54003,NEVER,0.065
54005,NEVER,0.097
54007,NEVER,0.102
54009,NEVER,0.067
54011,NEVER,0.092
54013,NEVER,0.085
54015,NEVER,0.098
54017,NEVER,0.187
54019,NEVER,0.14
54021,NEVER,0.141
54023,NEVER,0.1
54025,NEVER,0.07
54027,NEVER,0.021
54029,NEVER,0.072
54031,NEVER,0.039
54033,NEVER,0.132
54035,NEVER,0.111
54037,NEVER,0.041
54039,NEVER,0.145
54041,NEVER,0.161
54043,NEVER,0.091
54045,NEVER,0.082
54047,NEVER,0.07
54049,NEVER,0.069
54051,NEVER,0.075
54053,NEVER,0.081
54055,NEVER,0.076
54057,NEVER,0.033
54059,NEVER,0.084
54061,NEVER,0.046
54063,NEVER,0.048
54065,NEVER,0.025
54067,NEVER,0.06
54069,NEVER,0.108
54071,NEVER,0.06
54073,NEVER,0.088
54075,NEVER,0.075
54077,NEVER,0.057
54079,NEVER,0.087
54081,NEVER,0.087
54083,NEVER,0.098
54085,NEVER,0.141
54087,NEVER,0.082
54089,NEVER,0.053
54091,NEVER,0.072
54093,NEVER,0.108
54095,NEVER,0.083
54097,NEVER,0.131
54099,NEVER,0.111
54101,NEVER,0.065
54103,NEVER,0.051
54105,NEVER,0.112
54107,NEVER,0.094
54109,NEVER,0.073
55001,NEVER,0.163
55003,NEVER,0.078
55005,NEVER,0.138
55007,NEVER,0.067
55009,NEVER,0.069
55011,NEVER,0.039
55013,NEVER,0.097
55015,NEVER,0.064
55017,NEVER,0.059
55019,NEVER,0.162
55021,NEVER,0.035
55023,NEVER,0.202
55025,NEVER,0.017
55027,NEVER,0.11
55029,NEVER,0.021
55031,NEVER,0.044
55033,NEVER,0.062
55035,NEVER,0.042
55037,NEVER,0.053
55039,NEVER,0.121
55041,NEVER,0.085
55043,NEVER,0.103
55045,NEVER,0.092
55047,NEVER,0.092
55049,NEVER,0.065
55051,NEVER,0.04
55053,NEVER,0.027
55055,NEVER,0.114
55057,NEVER,0.113
55059,NEVER,0.077
55061,NEVER,0.033
55063,NEVER,0.064
55065,NEVER,0.056
55067,NEVER,0.085
55069,NEVER,0.101
55071,NEVER,0.175
55073,NEVER,0.123
55075,NEVER,0.093
55077,NEVER,0.174
55078,NEVER,0.042
55079,NEVER,0.053
55081,NEVER,0.073
55083,NEVER,0.07
55085,NEVER,0.057
55087,NEVER,0.085
55089,NEVER,0.076
55091,NEVER,0.071
55093,NEVER,0.063
55095,NEVER,0.081
55097,NEVER,0.157
55099,NEVER,0.059
55101,NEVER,0.061
55103,NEVER,0.312
55105,NEVER,0.023
55107,NEVER,0.095
55109,NEVER,0.101
55111,NEVER,0.063
55113,NEVER,0.058
55115,NEVER,0.05
55117,NEVER,0.128
55119,NEVER,0.201
55121,NEVER,0.02
55123,NEVER,0.157
55125,NEVER,0.051
55127,NEVER,0.116
55129,NEVER,0.082
55131,NEVER,0.031
55133,NEVER,0.071
55135,NEVER,0.076
55137,NEVER,0.109
55139,NEVER,0.074
55141,NEVER,0.131
56001,NEVER,0.136
56003,NEVER,0.182
56005,NEVER,0.216
56007,NEVER,0.044
56009,NEVER,0.138
56011,NEVER,0.145
56013,NEVER,0.16
56015,NEVER,0.201
56017,NEVER,0.208
56019,NEVER,0.183
56021,NEVER,0.143
56023,NEVER,0.131
56025,NEVER,0.1
56027,NEVER,0.169
56029,NEVER,0.189
56031,NEVER,0.149
56033,NEVER,0.17
56035,NEVER,0.223
56037,NEVER,0.061
56039,NEVER,0.095
56041,NEVER,0.098
56043,NEVER,0.204
56045,NEVER,0.142
